0,0.01983264
1,0.01983264
2,0.01983264
3,0.01983264
4,0.01983264
5,0.01983264
6,0.01983264
7,0.01983264
8,0.01983264
9,0.01983264
10,0.01957
11,0.01957
12,0.01957
13,0.01957
14,0.01957
15,0.01957
16,0.01957
17,0.01957
18,0.01957
19,0.01957
20,0.01957
21,0.01957
22,0.01957
23,0.01957
24,0.01957
25,0.01957
26,0.01957
27,0.01957
28,0.01957
29,0.01957
30,0.01957
31,0.01957
32,0.01957
33,0.01957
34,0.01957
35,0.01957
36,0.01957
37,0.01957
38,0.01969322
39,0.01969322
40,0.01969322
41,0.01969322
42,0.01969322
43,0.01969322
44,0.01969322
45,0.01969322
46,0.01969322
47,0.01969322
48,0.01969322
49,0.01969322
50,0.01969322
51,0.01983158
52,0.01983158
53,0.01983158
54,0.01983158
55,0.01983158
56,0.01983155
57,0.01983155
58,0.01969322
59,0.01969322
60,0.01969322
61,0.01969322
62,0.01969322
63,0.01969322
64,0.01969322
65,0.01969322
66,0.01969322
67,0.01969322
68,0.01969322
69,0.01969322
70,0.01969322
71,0.01969322
72,0.01969322
73,0.01969322
74,0.01969322
75,0.01969322
76,0.01969322
77,0.01969322
78,0.0197
79,0.0197
80,0.0197
81,0.01969322
82,0.01969322
83,0.01969322
84,0.01969322
85,0.01969322
86,0.01969322
87,0.01969322
88,0.01969322
89,0.01969322
90,0.01983148
91,0.01983148
92,0.01983148
93,0.01983148
94,0.01983148
95,0.01983148
96,0.01983148
97,0.01983148
98,0.01983148
99,0.01983148
100,0.01983148
101,0.01983148
102,0.01983148
103,0.01983148
104,0.01983148
105,0.01983148
106,0.01983148
107,0.01983148
108,0.01983148
109,0.01983148
110,0.01983148
111,0.01983148
112,0.01983148
113,0.01983148
114,0.01983148
115,0.01983148
116,0.01983148
117,0.01983148
118,0.01957001
119,0.01950001
120,0.01950001
121,0.01950001
122,0.01950001
123,0.01950001
124,0.01950001
125,0.01950001
126,0.01950001
127,0.01950001
128,0.01950001
129,0.01950001
130,0.01950001
131,0.01950001
132,0.01950001
133,0.01950001
134,0.01950001
135,0.01950001
136,0.01950001
137,0.01950001
138,0.01950001
139,0.01950002
140,0.01950002
141,0.01950002
142,0.01950001
143,0.0195
144,0.0195
145,0.0195
146,0.0195
147,0.0195
148,0.01938302
149,0.01949431
150,0.01949431
151,0.01926614
152,0.01949736
153,0.0194973
154,0.01949725
155,0.01949725
156,0.01949725
157,0.01949725
158,0.01949725
159,0.01949725
160,0.01949725
161,0.01949725
162,0.01949725
163,0.01949725
164,0.01949725
165,0.01877266
166,0.01926329
167,0.01900001
168,0.01881023
169,0.01908009
170,0.01909307
171,0.01909307
172,0.01909307
173,0.01909307
174,0.01909307
175,0.01909307
176,0.01909307
177,0.01909307
178,0.01909307
179,0.01909307
180,0.01909307
181,0.01909307
182,0.01911515
183,0.01911515
184,0.01972881
185,0.01972881
186,0.01972881
187,0.01972881
188,0.01972881
189,0.01972881
190,0.01957538
191,0.01957538
192,0.01957538
193,0.01957538
194,0.01957538
195,0.01957538
196,0.01957537
197,0.01957537
198,0.01957537
199,0.01957532
200,0.01957532
201,0.01957532
202,0.01957532
203,0.01957532
204,0.01957532
205,0.01957532
206,0.01957532
207,0.01957532
208,0.01957532
209,0.01957532
210,0.01957532
211,0.01957503
212,0.01957503
213,0.01957503
214,0.01957503
215,0.01957503
216,0.01957503
217,0.01957503
218,0.01957503
219,0.01957531
220,0.01957528
221,0.01957528
222,0.01957528
223,0.01957528
224,0.01957528
225,0.01957528
